variable,code,label
func3,755,755 Applied scientific research in the cultural area
func3,758,"758 International programs and agreements, grants and donations from abroad"
func3,759,759 Other cultural activities
func3,761,761 Activity 761 (name to confirm)
func3,762,762 Subsidies and other religious activities expenses
func3,768,"768 International programs and agreements, grants and aid from abroad"
func3,801,"801 Management, control and regulation of mining and energy activities"
func3,802,"802 Research, measurements and analyses of fuels and energy"
func3,803,803 Security and safe-storage of radioactive waste
func3,804,804 Decommissioning of nuclear power equipment
func3,807,"807 International programs and agreements, grants and donations from abroad"
func3,808,808 Other mining activities
func3,809,809 Other activities on fuel and energy
func3,811,"811 Management, control and regulation of plant-growing activities"
func3,813,813 Regional agricultural services
func3,814,"814 Management, control and regulation of forestry activities"
func3,815,"815 Management, control and regulation of fishery and hunting activities"
func3,816,816 Machine-testing centers and technical control inspectorates
func3,817,817 Veterinary medical services
func3,824,824 National supplements and co-financing of direct payments to farmers
func3,826,826 Fisheries
func3,827,827 Rural development
func3,828,"828 International programs and agreements, grants and donations from abroad"
func3,829,"829 Other activities on agriculture, forestry, fishery and hunting"
func3,831,"831 Management, control and regulation of transport and roads activities"
func3,832,"832 Services and activities concerning roads' maintenance, repair and construction"
func3,833,"833 Researches, measurements and analyses of road transport systems"
func3,834,834 Activities related to road transport
func3,835,835 Activities related to railway transport
func3,836,836 Activities related to air transport
func3,837,837 Activities related to water transport
func3,838,"838 Management, control and regulation of communications activities"
func3,839,839 Post and communications
func3,845,845 Activity 845 (name to confirm)
func3,848,"848 International programs and agreements, grants and donations from abroad"
func3,849,"849 Other activities on transport, roads, post and communications"
func3,851,"851 Management, control and regulation of activities related to industry"
func3,853,"853 International programs and agreements, grants and donations from abroad"
func3,858,858 Other activities concerning industry
func3,861,861 Management control and regulation of the tourism activities
func3,862,862 Tourist bases
func3,863,863 Specialized sport-tourist schools
func3,864,"864 International programs and agreements, donations and grants from abroad"
func3,865,865 Other activities in the area of tourism
func3,866,866 Municipal markets and fairs
func3,867,867 Activity 867 (name to confirm)
func3,868,868 Information and data centres
func3,869,869 Publishing activities and printing houses
func3,871,"871 Subsidiary farms, canteens and other auxiliary activities"
func3,872,"872 Palaces, residences and farms"
func3,874,874 Removal of consequences of natural disasters and industrial accidents
func3,875,875 Bodies and activities related to the privatization process
func3,876,876 Official bodies in the standardization and metrology area
func3,877,877 Patent bodies
func3,878,878 Shelters for stray animals
func3,888,888 Structural reforms
func3,897,"897 International programs and agreements, grants and donations from abroad"
func3,898,898 Other economic activities (n.e.c.)
func3,910,910 Expenses for interests
func3,997,997 Other expenses not elsewhere classified
func3,998,998 Reserve
econ1,0,00 Contingencies reserve
econ1,1,01 Wages and salaries expenses for civil servants and non-civil servants (on the staff)
econ1,2,02 Other wages and salaries expenses
econ1,3,03 Employer contributions to State Social Insurance Fund
econ1,4,04 Employer contributions to the Teachers' Pension Fund
econ1,5,05 Compulsory employer social security contributions
econ1,6,"06 Other health-insurance contributions - for pensioners, unemployed etc."
econ1,7,07 Contributions for additional compulsory insurance
econ1,8,08 Voluntary social security contributions
econ1,10,10 Maintenance
econ1,11,"11 Defense and security - Total current expenditures (Â§Â§ 01,02,03,04,05,07,08,10)"
econ1,19,"19 Paid taxes, charges and adminstrative sanctions"
econ1,21,21 Interest expenses on Government and Municipal securities
econ1,22,22 Expenses for interest on domestic loans
econ1,25,25 Expenses for interests on loans from other governments
econ1,26,26 Expenses for interest on loans from international organizations and institutions
econ1,27,27 Expenses for interest on loans from banks and other financial institutions abroad
econ1,28,28 Expenses for interest on securities issued and traded on the international capital exchange markets
econ1,29,29 Other expenses for interest
econ1,33,33 Contribution to the EU general budget
econ1,39,39 Health-insurance contributions
econ1,40,40 Scholarships
econ1,41,41 Pensions
econ1,42,"42 Current transfers, compensations and grants to households"
econ1,43,43 Subsidies for non-financial enterprises
econ1,44,44 Subsidies for financial enterprises
econ1,45,45 Subsidies for non-profit institutions
econ1,46,46 Expenses for membership dues and participation in non-profit organizations and activities
econ1,49,49 Grants for foreign governments
econ1,51,51 Capital repair of fixed tangible assets
econ1,52,52 Acquisition of fixed tangible assets
econ1,53,53 Acquisition of intangible assets
econ1,54,54 Acquisition of land
econ1,55,55 Capital transfers
econ1,57,57 Gain in the state reserve and purchase of agricultural production
econ1,97,97 Reserve
econ1,99,99 Reserve
econ2,98,00.98 Contingencies reserve
econ2,100,01.00 Wages and salaries expenses for civil servants and non-civil servants (on the staff)
econ2,101,01.01 Wages and salaries expenses for non-civil servant staff - full time jobs
econ2,102,01.02 Wages and salaries expenses for civil servants
econ2,103,01.03 Wages and salaries expenses for other full time staff
econ2,108,01.08 Wages and salaries expenses for the political cabinet
econ2,109,01.09 Incentives and other perquisites
econ2,200,02.00 Other wages and salaries expenses
econ2,201,02.01 Wages and salaries expenses for full time employees apart from the staff
econ2,202,02.02 Wages and salaries expenses for part time employees apart from the staff
econ2,205,02.05 Perquisite benefits and utilities expenses paid to the employees as a remuneration
econ2,208,02.08 Compensations paid to the employees as a remuneration
econ2,209,02.09 Other remuneration expenses
econ2,300,03.00 Employer contributions to State Social Insurance Fund
econ2,400,04.00 Employer contributions to the Teachers' Pension Fund
econ2,500,05.00 Compulsory social security contributions from the employers
econ2,551,05.51 Contributions from the employers for the government social contribution
econ2,552,05.52 Contributions from the employers for the Teachers' Pension Fund
econ2,558,05.58 Contributions under art. 4b and 4c of the Social Security Code on the account of the employer
econ2,560,05.60 Health-insurance contributions from employers
econ2,580,05.80 Contributions for the additional compulsory social security from employers
econ2,588,05.88 Adjustment for contributions to the additional compulsory pension insurance under art. 4b and 4c of the SSC (employer)
econ2,590,05.90 Compulsory contributions for foreign pension funds and schemes on the account of the insurer/employer
econ2,600,"06.00 Other health-insurance contributions - for pensioners, unemployed etc."
econ2,700,07.00 Contributions for additional compulsory insurance
econ2,800,08.00 Voluntary social security contributions
econ2,1000,10.00 Maintenance
econ2,1011,10.11 Food
econ2,1012,10.12 Medicines
econ2,1013,10.13 Bedding and clothes
econ2,1014,10.14 R&D and educational expenses and books for libraries
econ2,1015,10.15 Materials
econ2,1016,"10.16 Water, fuels and energy"
econ2,1020,10.20 Expenses for external services
econ2,1030,10.30 Current repairs expenses
econ2,1040,"10.40 Paid taxes, duties and fees (without the contributions for NSSI and NHIF)"
econ2,1051,10.51 Expenses for business missions
econ2,1052,10.52 Short-term business missions abroad
econ2,1053,10.53 Long-term business missions abroad (to be used by spending units with offices abroad)
econ2,1062,10.62 Insurance expenses
econ2,1063,10.63 Commitment fee on loans
econ2,1069,10.69 Other financial services (expenses for other utilities)
econ2,1091,10.91 Perquisite benefits and utilities expenses (without Â§ 02-05)
econ2,1092,"10.92 Fees, forfeits, punitive interests and court compensations"
econ2,1098,"10.98 Other expenses, not classified in other maintenance paragraphs and sub-paragraphs"
econ2,1100,"11.00 Defense and security - Total current expenditures (Â§Â§ 01,02,03,04,05,07,08,10)"
econ2,1900,"19.00 Paid taxes, charges and adminstrative sanctions"
econ2,1901,"19.01 Payment of state taxes, penalties and administrative sanctions"
econ2,1981,"19.81 Payment of municipal taxes, penalties and administrative sanctions"
econ2,1991,"19.91 Payment of taxes, penalties and administrative sanctions abroad"
econ2,2100,21.00 Interest expenses on Government and Municipal securities
econ2,2110,21.10 Expenses for interest on emissions of government (municipal) securities
econ2,2120,21.20 Discounts on government (municipal) securities
econ2,2125,21.25 Interest and discounts on emissions of government securities earmarked for individuals
econ2,2140,21.40 Interests on government securities issued for the structural reform
econ2,2190,21.90 Premiums above the nominal value from issued government (municipal) securities (-)
econ2,2200,22.00 Expenses for interest on domestic loans
econ2,2220,22.20 Expenses for interest on loans from BNB
econ2,2221,22.21 Expenses for interest on loans from domestic banks
econ2,2224,22.24 Expenses for interest on other domestic loans
econ2,2500,25.00 Expenses for interests on loans from other governments
econ2,2510,25.10 Interest on loans to creditor countries of the Paris Club
econ2,2520,25.20 Interest on loans to the G-24
econ2,2590,25.90 Interest on other loans and debts to other countries
econ2,2600,26.00 Expenses for interest on loans from international organizations and institutions
econ2,2610,26.10 Interest on loans from the World Bank
econ2,2620,26.20 Interest on loans from the EU
econ2,2630,26.30 Interest on loans from the EBRD
econ2,2640,26.40 Interest on loans from the EIB
econ2,2690,26.90 Interest on loans from other international organizations and institutions
econ2,2700,27.00 Expenses for interest on loans from banks and other financial institutions abroad
econ2,2800,28.00 Expenses for interest on securities issued and traded on the international capital exchange markets
econ2,2810,28.10 Interest on bonds issued in international capital markets
econ2,2820,28.20 Sub-paragraph 28-20 (name to confirm)
econ2,2880,28.80 Interest on Brady bonds
econ2,2890,28.90 Sub-paragraph 28-90 (name to confirm)
econ2,2900,29.00 Other expenses for interest
econ2,2910,29.10 Interest paid on financial leases and commercial credit
econ2,2920,29.20 Interest paid on activated guarantees on loans from domestic banks
econ2,2961,29.61 Interest paid on active loan guarantees from the World Bank
econ2,2964,29.64 Interest paid on active loan guarantees from the EIB
econ2,2969,29.69 Interest paid on activated guarantees on loans from other international institutions
econ2,2989,29.89 Refund of paid interest on activated guarantees (-)
econ2,2990,29.90 Interest paid on loans provided by the central budget and budget organizations
econ2,2991,29.91 Other expenses for interest paid to residents
econ2,2992,29.92 Other expenses for interest paid to nonresidents
econ2,3300,33.00 Contribution to the EU general budget
econ2,3301,33.01 Contribution based on gross national income
econ2,3302,33.02 Contribution based on value added tax
econ2,3303,33.03 Contribution for the UK correction
econ2,3304,33.04 Contribution for custom duties
econ2,3305,33.05 Contribution for levies on sugar production
econ2,3306,33.06 Participation in financing the gross reduction in the Netherlands and Sweden
econ2,3307,"33.07 Participation in the gross reduction for the Netherlands, Sweden, Denmark and Austria"
econ2,3319,33.19 Additional payments to the EU general budget
econ2,3900,39.00 Health-insurance contributions
econ2,3901,39.01 Health insurance payments for primary outpatient care
econ2,3902,39.02 Health insurance payments for specialized outpatient care
econ2,3903,39.03 Health insurance payments for dental care
econ2,3904,39.04 Health insurance payments for diagnostic medical activities
econ2,3905,39.05 Health insurance payments for medicines for home care and medical devices
econ2,3906,39.06 Health insurance payments for hospital care
econ2,3909,39.09 Other health insurance payments
econ2,4000,40.00 Scholarships
econ2,4100,41.00 Pensions
econ2,4111,41.11 Old-age pensions
econ2,4112,41.12 Pensions for military personnel
econ2,4121,"41.21 Social pensions, pensions for special merits and others"
econ2,4122,41.22 Supplements to the pensions of participants and victims of wars and their heirs
econ2,4130,41.30 Pensions under international agreements
econ2,4140,41.40 Pensions from the Teachers' Pension Fund
econ2,4200,"42.00 Current transfers, compensations and grants to households"
econ2,4201,42.01 Compensations and grants as social security
econ2,4202,42.02 Compensations and grants as social assistance
econ2,4203,42.03 Benefits for temporary disability due to non-work-related accidents
econ2,4204,42.04 Benefits for temporary disability due to work-related accidents and occupational illness
econ2,4205,42.05 Benefits for vocational rehabilitation of temporarily disabled workers
econ2,4206,42.06 Benefits for pregnancy and childbirth
econ2,4207,42.07 Benefits for vocational rehabilitation due to pregnancy and nursing
econ2,4208,42.08 Benefits for childrearing
econ2,4209,42.09 Lump-sum death grant
econ2,4211,42.11 Cash grant for preventative and rehabilitative care
econ2,4214,42.14 Compensations and grants at the discretion of the municipal council
econ2,4217,42.17 Current transfers to households from EU funds
econ2,4218,42.18 Current transfers to households under other international programs and agreements
econ2,4219,42.19 Other current transfers to households
econ2,4221,42.21 Lump-sum birth grant
econ2,4222,42.22 Monthly benefits for childrearing until one year of age
econ2,4223,"42.23 Monthly benefits for children until completion of secondary education, but not more than 20 years of age"
econ2,4224,42.24 Lump-sum pregnancy grant
econ2,4225,42.25 Targeted pupil benefits
econ2,4241,42.41 Monthly supplements for children under the Law for the Integration of Persons with Disabilities
econ2,4248,42.48 Targeted benefits for the disabled under the Law for the Integration of Persons with Disabilities
econ2,4261,42.61 Monthly benefits under the Social Assistance Law
econ2,4262,42.62 Lump-sum benefits under the Social Assistance Law
econ2,4263,42.63 Targeted rent benefits under the Social Assistance Law
econ2,4264,42.64 Targeted heating benefits under the Social Assistance Law
econ2,4265,42.65 Disability benefits under the Social Assistance Law
econ2,4269,42.69 Other benefits under the Social Assistance Law
econ2,4271,42.71 Unemployment benefits
econ2,4272,42.72 Benefits upon the termination of employment contract
econ2,4281,42.81 Payments from the Fund for Guaranteed Employee Claims for employees of bankrupt enterprises
econ2,4294,42.94 Other benefits at the discretion of the municipal council
econ2,4298,42.98 Other benefits
econ2,4300,43.00 Subsidies for non-financial enterprises
econ2,4301,43.01 Subsidies for current activity
econ2,4302,43.02 Subsidies for health care
econ2,4309,43.09 Other subsidies and payments
econ2,4400,44.00 Subsidies for financial enterprises
econ2,4500,45.00 Subsidies for non-profit institutions
econ2,4600,46.00 Expenses for membership dues and participation in non-profit organizations and activities
econ2,4900,49.00 Provision of foreign aid
econ2,4901,49.01 Provision of foreign aid - recurrent
econ2,4902,49.02 Provision of foreign aid - capital
econ2,5100,51.00 Capital repair of fixed tangible assets
econ2,5200,52.00 Acquisition of fixed tangible assets
econ2,5201,52.01 Acquisition of computers and hardware
econ2,5202,52.02 Acquisition of buildings
econ2,5203,52.03 Acquisition of machinery and equipment
econ2,5204,52.04 Acquisition of vehicles
econ2,5205,52.05 Acquisition of furniture and fixtures
econ2,5206,52.06 Construction of infrastructure
econ2,5219,52.19 Acquisition of other fixed tangible assets
econ2,5300,53.00 Acquisition of intangible assets
econ2,5301,53.01 Acquisition of software
econ2,5309,53.09 Acquisition of other intangible assets
econ2,5400,54.00 Acquisition of land
econ2,5500,55.00 Capital transfers
econ2,5501,55.01 Capital transfers for non-financial entities
econ2,5502,55.02 Capital transfers for financial institutions
econ2,5503,55.03 Capital transfers for non-profit organizations (NGOs)
econ2,5504,55.04 Capital transfers for households
econ2,5509,55.09 Capital expenditures in cases of natural disasters and emergencies
econ2,5589,55.89 Other capital transfers
econ2,5700,57.00 Gain in the state reserve and purchase of agricultural production
econ2,5701,57.01 Expenditures to increase the state reserve
econ2,5702,57.02 Expenditures for the purchase of agricultural production
econ2,9700,97.00 Reserve
econ2,9998,99.98 Reserve
fin_source1,0,0 State budget
fin_source1,1,1 Municipal budget (State-financed activity)
fin_source1,2,2 Municipal budget (Municipality-financed activity)
fin_source1,3,3 Municipal budget (Co-financed activity)
fin_source1,4,4 Extrabudgetary accounts (Budget law funds)
fin_source1,5,5 Other International Programmes
fin_source1,6,6 Extrabudgetary accounts (Special funds)
fin_source1,7,7 Other European Funds
fin_source1,8,8 EU Agricultural Fund
fin_source1,9,9 EU Cohesion and Structural Funds
fin_source1,10,10 Other (Temporary Accounts)
fin_source2,0,00 State or municipal budget
fin_source2,10,10 Special Account for Privatization Receipts of Municipalities
fin_source2,11,11 Fund for the Privatization Expenses of Municipalities
fin_source2,12,12 Special Fund for Investments and Fixed Assets of Municipalities
fin_source2,17,17 National Fund of the Ministry of Finance
fin_source2,19,19 Fund for the Privatization Expenses in State-Owned Enterprises
fin_source2,20,20 State Agricultural Fund
fin_source2,22,22 Teachers' Pension Fund
fin_source2,30,30 State Budget Law extrabudgetary accounts
fin_source2,32,32 Other extrabudgetary accounts
fin_source2,33,33 Other extrabudgetary accounts
fin_source2,34,34 Other extrabudgetary accounts
fin_source2,35,35 Other extrabudgetary accounts
fin_source2,40,40 Municipal Budgets Law extrabudgetary accounts
fin_source2,42,42 EU Agricultural Fund
fin_source2,50,50 Management of Environmental Activities Enterprise
fin_source2,60,60 Extra-budgetary account to the Minister of Finance for the funds from sale of Assigned Amount Units
fin_source2,70,70 State company Strategic Infrastructure Projects
fin_source2,96,96 Other European Funds
fin_source2,97,97 Other International Programmes
fin_source2,98,98 EU Operational Program Funds
fin_source2,98101,98.101 EU Funds Operational Program 101
fin_source2,98102,98.102 EU Funds Operational Program 102
fin_source2,98111,98.111 EU Funds Operational Program 111
fin_source2,98112,98.112 EU Funds Operational Program 112
fin_source2,98121,98.121 EU Funds Operational Program 121
fin_source2,98122,98.122 EU Funds Operational Program 122
fin_source2,98201,98.201 EU Funds Operational Program 201
fin_source2,98202,98.202 EU Funds Operational Program 202
fin_source2,98204,98.204 EU Funds Operational Program 204
fin_source2,98205,98.205 EU Funds Operational Program 205
fin_source2,98210,98.210 EU Funds Operational Program 210
fin_source2,98211,98.211 EU Funds Operational Program 211
fin_source2,98212,98.212 EU Funds Operational Program 212
fin_source2,98213,98.213 EU Funds Operational Program 213
fin_source2,98214,98.214 EU Funds Operational Program 214
fin_source2,98215,98.215 EU Funds Operational Program 215
fin_source2,98221,98.221 EU Funds Operational Program 221
fin_source2,98222,98.222 EU Funds Operational Program 222
fin_source2,98223,98.223 EU Funds Operational Program 223
fin_source2,98224,98.224 EU Funds Operational Program 224
fin_source2,98225,98.225 EU Funds Operational Program 225
fin_source2,98226,98.226 EU Funds Operational Program 226
fin_source2,98227,98.227 EU Funds Operational Program 227
fin_source2,98301,98.301 EU Funds Operational Program 301
fin_source2,98302,98.302 EU Funds Operational Program 302
fin_source2,98311,98.311 EU Funds Operational Program 311
fin_source2,98312,98.312 EU Funds Operational Program 312
fin_source2,98313,98.313 EU Funds Operational Program 313
fin_source2,98315,98.315 EU Funds Operational Program 315
fin_source2,98321,98.321 EU Funds Operational Program 321
fin_source2,98322,98.322 EU Funds Operational Program 322
fin_source2,98323,98.323 EU Funds Operational Program 323
fin_source2,98324,98.324 EU Funds Operational Program 324
exp_type,1,1 Personnel
exp_type,2,2 Non-personnel recurrent
exp_type,3,3 Capital
exp_type,4,4 Other
transfer,0,Excluding transfers
transfer,1,Intrabudgetary transfers
fin_source2,99001,99.001 Programme 99001 (Recovery and Resilience Plan; name to confirm)
