sheet,row,code,measure,range,year,excel,pipeline,status,diff,n_sumifs,sample_formula
Approved,93,EXP_CROSS_CAP_EXP_RAI_EXE,approved_20,20,2022,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0453 Transport feroviar"",econ1_20,""300000 Active nefinanciare"")"
Approved,93,EXP_CROSS_CAP_EXP_RAI_EXE,approved_20,20,2023,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0453 Transport feroviar"",econ1_20,""300000 Active nefinanciare"")"
Approved,93,EXP_CROSS_CAP_EXP_RAI_EXE,approved_20,20,2024,320000.0,320000.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0453 Transport feroviar"",econ1_20,""300000 Active nefinanciare"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved,base,2006,1644500.0,1644500.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved,base,2007,1679500.0,1679500.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved,base,2008,5493400.0,5493400.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved,base,2009,5815600.0,5815600.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved,base,2010,6327800.0,6327800.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved,base,2011,6827800.0,6827800.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved,base,2012,7195100.0,7195100.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved,base,2013,7924100.0,7924100.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved,base,2014,8430900.0,8430900.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved,base,2015,7977600.0,7977600.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved_16,16,2016,7780700.0,7780700.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved_16,16,2017,4160700.0,4160700.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved_16,16,2018,9150000.0,9150000.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved_16,16,2019,20514400.0,20514400.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved_20,20,2020,19286000.0,19286000.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved_20,20,2021,18496200.0,18496200.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved_20,20,2022,20772300.0,20772300.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved_20,20,2023,15876100.0,15876100.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"")"
Approved,104,EXP_FUNC_WAT_TRA_EXE,approved_20,20,2024,35876100.0,35876100.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved,base,2006,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Personnel"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved,base,2007,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Personnel"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved,base,2008,867000.0,867000.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Personnel"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved,base,2009,1063100.0,1063100.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Personnel"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved,base,2010,1089300.0,1089300.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Personnel"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved,base,2011,1089300.0,1089300.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Personnel"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved,base,2012,1174200.0,1174200.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Personnel"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved,base,2013,1227800.0,1227800.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Personnel"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved,base,2014,1271600.0,1271600.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Personnel"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved,base,2015,1701100.0,1701100.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Personnel"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved_16,16,2016,1397100.0,1397100.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ2_16,""210000 Cheltuieli de personal"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved_16,16,2017,1340400.0,1340400.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ2_16,""210000 Cheltuieli de personal"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved_16,16,2018,1846770.0,1846770.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ2_16,""210000 Cheltuieli de personal"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved_16,16,2019,6009240.0,6009240.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ2_16,""210000 Cheltuieli de personal"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved_20,20,2020,3890300.0,3890300.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"",econ2_20,""210000 Cheltuieli de personal"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved_20,20,2021,4747700.0,4747700.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"",econ2_20,""210000 Cheltuieli de personal"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved_20,20,2022,5023800.0,5023800.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"",econ2_20,""210000 Cheltuieli de personal"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved_20,20,2023,5762700.0,5762700.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"",econ2_20,""210000 Cheltuieli de personal"")"
Approved,105,EXP_CROSS_WAG_WAT_TRA_EXE,approved_20,20,2024,5762700.0,5762700.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"",econ2_20,""210000 Cheltuieli de personal"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved,base,2006,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Capital"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved,base,2007,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Capital"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved,base,2008,956300.0,956300.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Capital"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved,base,2009,739900.0,739900.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Capital"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved,base,2010,1500000.0,1500000.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Capital"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved,base,2011,1312300.0,1312300.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Capital"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved,base,2012,1412700.0,1412700.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Capital"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved,base,2013,1716400.0,1716400.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Capital"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved,base,2014,1705500.0,1705500.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Capital"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved,base,2015,680000.0,680000.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",exp_type,""Capital"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved_16,16,2016,816100.0,816100.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ1_16,""300000 Active nefinanciare"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved_16,16,2017,1130740.0,1130740.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ1_16,""300000 Active nefinanciare"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved_16,16,2018,1055300.0,1055300.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ1_16,""300000 Active nefinanciare"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved_16,16,2019,4400000.0,4400000.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ1_16,""300000 Active nefinanciare"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved_20,20,2020,4400000.0,4400000.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"",econ1_20,""300000 Active nefinanciare"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved_20,20,2021,4140000.0,4140000.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"",econ1_20,""300000 Active nefinanciare"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved_20,20,2022,3600000.0,3600000.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"",econ1_20,""300000 Active nefinanciare"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved_20,20,2023,1055000.0,1055000.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"",econ1_20,""300000 Active nefinanciare"")"
Approved,106,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,approved_20,20,2024,19000000.0,19000000.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"",econ1_20,""300000 Active nefinanciare"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved,base,2006,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""Capital"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved,base,2007,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""Capital"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved,base,2008,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""Capital"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved,base,2009,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""Capital"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved,base,2010,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""Capital"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved,base,2011,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""Capital"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved,base,2012,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""Capital"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved,base,2013,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""Capital"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved,base,2014,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""Capital"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved,base,2015,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""Capital"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved_16,16,2016,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ4_16,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare"",econ1_16,""300000 Active nefinanciare"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved_16,16,2017,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ4_16,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare"",econ1_16,""300000 Active nefinanciare"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved_16,16,2018,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ4_16,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare"",econ1_16,""300000 Active nefinanciare"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved_16,16,2019,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ4_16,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare"",econ1_16,""300000 Active nefinanciare"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved_20,20,2020,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"",econ3_20,""251000 Subventii acordate intreprinderilor de stat si municipale"",econ1_20,""300000 Active nefinanciare"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved_20,20,2021,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"",econ3_20,""251000 Subventii acordate intreprinderilor de stat si municipale"",econ1_20,""300000 Active nefinanciare"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved_20,20,2022,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"",econ3_20,""251000 Subventii acordate intreprinderilor de stat si municipale"",econ1_20,""300000 Active nefinanciare"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved_20,20,2023,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"",econ3_20,""251000 Subventii acordate intreprinderilor de stat si municipale"",econ1_20,""300000 Active nefinanciare"")"
Approved,109,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,approved_20,20,2024,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved_20,year_20,Q$1,transfer_20,""Cu exceptia transferurilor"", econ0_20,""Expenditures"",func3_20,""0452 Transport naval"",econ3_20,""251000 Subventii acordate intreprinderilor de stat si municipale"",econ1_20,""300000 Active nefinanciare"")"
Approved,110,EXP_CROSS_CUR_TRA_SOE_WAT_TRA_EXE,approved,base,2006,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""<>capital"")"
Approved,110,EXP_CROSS_CUR_TRA_SOE_WAT_TRA_EXE,approved,base,2007,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""<>capital"")"
Approved,110,EXP_CROSS_CUR_TRA_SOE_WAT_TRA_EXE,approved,base,2008,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""<>capital"")"
Approved,110,EXP_CROSS_CUR_TRA_SOE_WAT_TRA_EXE,approved,base,2009,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""<>capital"")"
Approved,110,EXP_CROSS_CUR_TRA_SOE_WAT_TRA_EXE,approved,base,2010,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""<>capital"")"
Approved,110,EXP_CROSS_CUR_TRA_SOE_WAT_TRA_EXE,approved,base,2011,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""<>capital"")"
Approved,110,EXP_CROSS_CUR_TRA_SOE_WAT_TRA_EXE,approved,base,2012,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""<>capital"")"
Approved,110,EXP_CROSS_CUR_TRA_SOE_WAT_TRA_EXE,approved,base,2013,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""<>capital"")"
Approved,110,EXP_CROSS_CUR_TRA_SOE_WAT_TRA_EXE,approved,base,2014,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""<>capital"")"
Approved,110,EXP_CROSS_CUR_TRA_SOE_WAT_TRA_EXE,approved,base,2015,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved,year,C$1,transfer,""Excluding transfers"",func2,""14.02 Naval transportation"",econ2,""271.02 Transfers to state-owned companies"",exp_type,""<>capital"")"
Approved,110,EXP_CROSS_CUR_TRA_SOE_WAT_TRA_EXE,approved_16,16,2016,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ4_16,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare"",econ1_16,""<>300000 Active nefinanciare"")"
Approved,110,EXP_CROSS_CUR_TRA_SOE_WAT_TRA_EXE,approved_16,16,2017,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ4_16,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare"",econ1_16,""<>300000 Active nefinanciare"")"
Approved,110,EXP_CROSS_CUR_TRA_SOE_WAT_TRA_EXE,approved_16,16,2018,0.0,0.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ4_16,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare"",econ1_16,""<>300000 Active nefinanciare"")"
Approved,110,EXP_CROSS_CUR_TRA_SOE_WAT_TRA_EXE,approved_16,16,2019,4238600.0,4238600.0,MATCH,0.0,1,"=SUMIFS(approved_16,year_16,M$1,transfer_16,""Cu exceptia transferurilor"", econ0_16,""Expenditures"",func3_16,""0452 Transport naval"",econ4_16,""251100 Subsidii acordate intreprinderilor de stat si municipale nefinanciare"",econ1_16,""<>300000 Active nefinanciare"")"
