sheet,row,row_type,code,category,fiscal_year,region,income,basis,source,rigidity,formulas_text,coverage_text,sample_formula,sample_year,measure,criteria_json
Executed,11,TAG,EXP_ECON_USE_GOO_SER_EXE,Spending: Use of Goods and services,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Goods and Services*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,type,""Goods and Services*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""type"", ""op"": ""="", ""value"": ""Goods and Services*""}]"
Executed,12,TAG,EXP_ECON_GOO_SER_BAS_SER_EXE,Spending in Goods and services (basic services),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Goods and Services*"",econ3,""22011 Utilities and Other Service Charges""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,type,""Goods and Services*"",econ3,""22011 Utilities and Other Service Charges""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""type"", ""op"": ""="", ""value"": ""Goods and Services*""}, {""field"": ""econ3"", ""op"": ""="", ""value"": ""22011 Utilities and Other Service Charges""}]"
Executed,13,HEADER,EXP_ECON_GOO_SER_EMP_CON_EXE,Spending in Goods and services (employment contracts),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,14,HEADER,EXP_ECON_REC_MAI_EXE,Spending in recurrent maintenance,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ3,{""22017*"",""22018*"",""220189*"",""22020*"",""22021*"",""22022*"",""22023*"",""22024*""}",General Government,,,,[]
Executed,15,HEADER,EXP_ECON_SUB_EXE,Spending in subsidies,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""25 Subsidies""",General Government,,,,[]
Executed,16,HEADER,EXP_ECON_SUB_PRO_EXE,Spending: Subsidies to production,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""25 Subsidies""",General Government,,,,[]
Executed,17,ROLLUP,EXP_ECON_SOC_BEN_EXE,Social benefits,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""27 Social benefits [GFS]""",General Government,=SUM(O18:O20),2018,,[]
Executed,18,TAG,EXP_ECON_SOC_ASS_EXE,Social Assistance,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""27 Social benefits [GFS]"",econ3,""27210 Social assistance benefits in cash""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,econ1,""27 Social benefits [GFS]"",econ3,""27210 Social assistance benefits in cash""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""27 Social benefits [GFS]""}, {""field"": ""econ3"", ""op"": ""="", ""value"": ""27210 Social assistance benefits in cash""}]"
Executed,19,TAG,EXP_ECON_SOC_BEN_PEN_EXE,Pensions,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""27 Social benefits [GFS]"",econ3,""27110 Social security benefits in cash""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,econ1,""27 Social benefits [GFS]"",econ3,""27110 Social security benefits in cash""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""27 Social benefits [GFS]""}, {""field"": ""econ3"", ""op"": ""="", ""value"": ""27110 Social security benefits in cash""}]"
Executed,20,HEADER,EXP_ECON_OTH_SOC_BEN_EXE,Other social benefits,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""27 Social benefits [GFS]"",econ3,""27320 Employer social benefits in kind""",General Government,,,,[]
Executed,21,TAG,EXP_ECON_OTH_GRA_EXE,Other grants/transfers,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""26 grants"",econ3,""<>26313 Current Grants: To Local government"",econ3,""<>26323 Capital Grants: To Local government""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,type,""other grants"",type,""<>capital*"",type,""<>personnel*"",type,""<>use*"",type,""<>social*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""type"", ""op"": ""="", ""value"": ""other grants""}, {""field"": ""type"", ""op"": ""<>"", ""value"": ""capital*""}, {""field"": ""type"", ""op"": ""<>"", ""value"": ""personnel*""}, {""field"": ""type"", ""op"": ""<>"", ""value"": ""use*""}, {""field"": ""type"", ""op"": ""<>"", ""value"": ""social*""}]"
Executed,22,ROLLUP,EXP_ECON_OTH_EXP_EXE,Other expenses,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,=P2-P4-P8-P11-P15-P17-SUM(P21)-SUM(P26),2019,,[]
Executed,24,ROLLUP,EXP_FUNC_GEN_PUB_SER_EXE,General public services (COFOG 701),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,"=O2-SUM(O28,O30,O41,O193,O203,O215,O233,O235,O257)",2018,,[]
Executed,25,HEADER,EXP_ECON_DEB_REP_EXE,Spending: Debt repayment,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,26,TAG,EXP_ECON_INT_DEB_EXE,Spending: Interest on debt,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,econ1,""24 interest*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""24 interest*""}]"
Executed,28,TAG,EXP_FUNC_DEF_EXE,Defense (COFOG 702),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""04 Minister of Defence and War Veterans Affairs""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""04 Minister of Defence and War Veterans Affairs""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""04 Minister of Defence and War Veterans Affairs""}]"
Executed,30,ROLLUP,EXP_FUNC_PUB_ORD_SAF_EXE,Public order and safety (COFOG 703),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,{""20 Minister of Justice, Legal and Parliamentary "",""38 Judicial Service Commission""""43 National Prosecuting Authority"",""19 Minister of Home Affairs and Cultural""},prog1,""<>p4*"",prog1,""<>p5*"",prog1,""<>p6*""",General Government,"=SUM(O32,O36)",2018,,[]
Executed,32,HEADER,EXP_FUNC_JUD_EXE,Spending in judiciary,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,{""20 Minister of Justice, Legal and Parliamentary "",""38 Judicial Service Commission""}",General Government,,,,[]
Executed,33,HEADER,EXP_CROSS_WAG_JUD_EXE,Spending in wages in judiciary,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"admin1,{""20 Minister of Justice, Legal and Parliamentary "",""38 Judicial Service Commission""},type,""Personnel*""",General Government,,,,[]
Executed,34,HEADER,EXP_CROSS_BAS_WAG_JUD_EXE,Spending in basic wages in judiciary,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Personnel"",econ3,""<>21110 allowances"",admin1,{""20 Minister of Justice, Legal and Parliamentary "",""38 Judicial Service Commission""}",General Government,,,,[]
Executed,35,HEADER,EXP_CROSS_ALL_JUD_EXE,Spending in allowances in judiciary,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Personnel"",econ3,""21110 allowances"",admin1,{""20 Minister of Justice, Legal and Parliamentary "",""38 Judicial Service Commission""}",General Government,,,,[]
Executed,36,HEADER,EXP_FUNC_PUB_SAF_EXE,Spending in public safety,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,{""43 National Prosecuting Authority"",""19 Minister of Home Affairs and Cultural""},prog1,""<>p4*"",prog1,""<>p5*"",prog1,""<>p6*""",General Government,,,,[]
Executed,37,HEADER,EXP_CROSS_WAG_PUB_SAF_EXE,Spending in wages in public safety,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"admin1,{""43 National Prosecuting Authority"",""19 Minister of Home Affairs and Cultural""},prog1,""<>p4*"",prog1,""<>p5*"",prog1,""<>p6*"",type,""Personnel*""",General Government,,,,[]
Executed,38,HEADER,EXP_CROSS_BAS_WAG_PUB_SAF_EXE,Spending in basic wages in public safety,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Personnel"",econ3,""<>21110 allowances"",admin1,{""43 National Prosecuting Authority"",""19 Minister of Home Affairs and Cultural""},prog1,""<>p4*"",prog1,""<>p5*"",prog1,""<>p6*""",General Government,,,,[]
Executed,39,HEADER,EXP_CROSS_ALL_PUB_SAF_EXE,Spending in allowances in public safety,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Personnel"",econ3,""21110 allowances"",admin1,{""43 National Prosecuting Authority"",""19 Minister of Home Affairs and Cultural""},prog1,""<>p4*"",prog1,""<>p5*"",prog1,""<>p6*""",General Government,,,,[]
Executed,41,HEADER,EXP_FUNC_ECO_REL_EXE,Economic relations (COFOG 704),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,43,TAG,EXP_FUNC_AGR_EXE,Spending in agriculture,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""10 Minister of Agriculture""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""10 Minister of Agriculture""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""10 Minister of Agriculture""}]"
Executed,44,TAG,EXP_CROSS_WAG_AGR_EXE,Spending in wages in agriculture,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Personnel"",admin1,""10 Minister of Agriculture""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,type,""Personnel*"",admin1,""10 Minister of Agriculture""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""type"", ""op"": ""="", ""value"": ""Personnel*""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""10 Minister of Agriculture""}]"
Executed,45,TAG,EXP_CROSS_BAS_WAG_AGR_EXE,Spending in basic wages in agriculture,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Personnel"",econ3,""<>21110 allowances"",admin1,""10 Minister of Agriculture""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,type,""Personnel*"",econ3,""<>21110 allowances"",admin1,""10 Minister of Agriculture""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""type"", ""op"": ""="", ""value"": ""Personnel*""}, {""field"": ""econ3"", ""op"": ""<>"", ""value"": ""21110 allowances""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""10 Minister of Agriculture""}]"
Executed,46,TAG,EXP_CROSS_ALL_AGR_EXE,Spending in allowances in agriculture,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""Personnel"",econ3,""21110 allowances"",admin1,""10 Minister of Agriculture""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,type,""Personnel*"",econ3,""21110 allowances"",admin1,""10 Minister of Agriculture""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""type"", ""op"": ""="", ""value"": ""Personnel*""}, {""field"": ""econ3"", ""op"": ""="", ""value"": ""21110 allowances""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""10 Minister of Agriculture""}]"
Executed,47,TAG,EXP_CROSS_CAP_EXP_AGR_EXE,Spending: Capital expenditures in agriculture,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"type,""capital*"",admin1,""10 Minister of Agriculture""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,type,""capital*"",admin1,""10 Minister of Agriculture""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""type"", ""op"": ""="", ""value"": ""capital*""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""10 Minister of Agriculture""}]"
Executed,48,HEADER,EXP_FUNC_AGR_FOR_EXE,Spending in agriculture (foreign),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,49,TAG,EXP_CROSS_SUB_AGR_EXE,Spending in subsidies in agriculture,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""25 Subsidies"",admin1,""10 Minister of Agriculture""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,econ1,""25 Subsidies"",admin1,""10 Minister of Agriculture""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""25 Subsidies""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""10 Minister of Agriculture""}]"
Executed,50,HEADER,EXP_CROSS_REC_MAI_AGR_EXE,Spending in recurrent mainternance in agriculture,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ3,{""22017*"",""22018*"",""220189*"",""22020*"",""22021*"",""22022*"",""22023*"",""22024*""},admin1,""10 Minister of Agriculture""",General Government,,,,[]
Executed,52,TAG,EXP_FUNC_IRR_EXE,Spending in Irrigation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""10 Minister of Agriculture"",prog2,""P5SP1 Irrigation Development""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""10 Minister of Agriculture"",prog2,""P5SP1 Irrigation Development""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""10 Minister of Agriculture""}, {""field"": ""prog2"", ""op"": ""="", ""value"": ""P5SP1 Irrigation Development""}]"
Executed,53,HEADER,EXP_CROSS_CAP_EXP_AGR_FOR_EXE,Spending: Capital expenditures in agriculture (foreign),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,54,TAG,EXP_CROSS_CAP_EXP_IRR_EXE,Spending: Capital expenditures in irrigation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""10 Minister of Agriculture"",prog2,""P5SP1 Irrigation Development"",type,""capital*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""10 Minister of Agriculture"",prog2,""P5SP1 Irrigation Development"",type,""capital*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""10 Minister of Agriculture""}, {""field"": ""prog2"", ""op"": ""="", ""value"": ""P5SP1 Irrigation Development""}, {""field"": ""type"", ""op"": ""="", ""value"": ""capital*""}]"
Executed,55,HEADER,EXP_CROSS_CAP_EXP_IRR_FOR_EXE,Spending: Capital expenditures in irrigation (foreign funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,56,HEADER,EXP_CROSS_CAP_EXP_IRR_DOM_EXE,Spending: Capital expenditures in irrigation (domestic funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,57,TAG,EXP_CROSS_SUB_IRR_EXE,Spending in subsidies in irrigation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""10 Minister of Agriculture"",prog2,""P5SP1 Irrigation Development"",econ1,""25 Subsidies""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""10 Minister of Agriculture"",prog2,""P5SP1 Irrigation Development"",econ1,""25 Subsidies""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""10 Minister of Agriculture""}, {""field"": ""prog2"", ""op"": ""="", ""value"": ""P5SP1 Irrigation Development""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""25 Subsidies""}]"
Executed,58,TAG,EXP_CROSS_WAG_IRR_EXE,Spending in wages in irrigation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""10 Minister of Agriculture"",prog2,""P5SP1 Irrigation Development"",type,""Personnel*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""10 Minister of Agriculture"",prog2,""P5SP1 Irrigation Development"",type,""Personnel*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""10 Minister of Agriculture""}, {""field"": ""prog2"", ""op"": ""="", ""value"": ""P5SP1 Irrigation Development""}, {""field"": ""type"", ""op"": ""="", ""value"": ""Personnel*""}]"
Executed,59,HEADER,EXP_CROSS_CAP_MAI_IRR_EXE,Spending in capital maintenance in irrigation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,60,HEADER,EXP_CROSS_REC_MAI_IRR_EXE,Spending in recurrent maintenance in irrigation,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""10 Minister of Agriculture"",prog2,""P5SP1 Irrigation Development"",econ3,{""22017*"",""22018*"",""220189*"",""22020*"",""22021*"",""22022*"",""22023*"",""22024*""}",General Government,,,,[]
Executed,61,HEADER,EXP_FUNC_IRR_FOR_EXE,Spending in irrigation (foreign),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,63,TAG,EXP_FUNC_TRA_EXE,Spending in transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""12 Minister of Transport and Infrastructural""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""12 Minister of Transport and Infrastructural""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""12 Minister of Transport and Infrastructural""}]"
Executed,64,HEADER,EXP_FUNC_TRA_FOR_EXE,Spending in transport (foreign),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,65,TAG,EXP_CROSS_WAG_TRA_EXE,Spending in wages in transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""12 Minister of Transport and Infrastructural"",econ1,""21*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""12 Minister of Transport and Infrastructural"",econ1,""21*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""12 Minister of Transport and Infrastructural""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""21*""}]"
Executed,66,TAG,EXP_CROSS_CAP_EXP_TRA_EXE,Spending: Capital expenditures in transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""12 Minister of Transport and Infrastructural"",type,""capital*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""12 Minister of Transport and Infrastructural""}, {""field"": ""type"", ""op"": ""="", ""value"": ""capital*""}]"
Executed,67,HEADER,EXP_CROSS_CAP_EXP_TRA_FOR_EXE,Spending: Capital expenditures in transport (foreign),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,68,HEADER,EXP_CROSS_CAP_TRA_SOE_TRA_EXE,Capital Transfers to SOEs in transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,69,HEADER,EXP_CROSS_CUR_TRA_SOE_TRA_EXE,Current Transfers to SOEs in transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,70,HEADER,EXP_CROSS_REC_MAI_TRA_EXE,Spending in recurrent maintenance in transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""12 Minister of Transport and Infrastructural"",econ3,{""22017*"",""22018*"",""220189*"",""22020*"",""22021*"",""22022*"",""22023*"",""22024*""}",General Government,,,,[]
Executed,71,HEADER,EXP_CROSS_CAP_MAI_TRA_EXE,Spending in capital maintenance in transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,72,TAG,EXP_CROSS_SUB_TRA_EXE,Spending in subsidies in transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""12 Minister of Transport and Infrastructural"",econ1,""25*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""12 Minister of Transport and Infrastructural"",econ1,""25*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""12 Minister of Transport and Infrastructural""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""25*""}]"
Executed,73,HEADER,EXP_CROSS_SUB_FIR_TRA_EXE,Spending in subsidies to firms in transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,74,HEADER,EXP_CROSS_SUB_IND_TRA_EXE,Spending in subsidies to individuals in transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,76,TAG,EXP_FUNC_ROA_EXE,Spending in roads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""12 Minister of Transport and Infrastructural"",prog1,""p2*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,P$1,admin1,""12 Minister of Transport and Infrastructural"",prog1,""p2*""))",2019,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""P$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""12 Minister of Transport and Infrastructural""}, {""field"": ""prog1"", ""op"": ""="", ""value"": ""p2*""}]"
Executed,77,HEADER,EXP_CROSS_WAG_ROA_EXE,Spending in wages in roads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,78,HEADER,EXP_CROSS_BAS_WAG_ROA_EXE,Spending in basic wages in roads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,79,HEADER,EXP_CROSS_ALL_ROA_EXE,Spending in allowances in roads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,80,TAG,EXP_CROSS_CAP_EXP_ROA_EXE,Spending: Capital expenditures in roads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,P$1,admin1,""12 Minister of Transport and Infrastructural"",prog1,""p2*"",type,""capital*""))",2019,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""P$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""12 Minister of Transport and Infrastructural""}, {""field"": ""prog1"", ""op"": ""="", ""value"": ""p2*""}, {""field"": ""type"", ""op"": ""="", ""value"": ""capital*""}]"
Executed,81,HEADER,EXP_CROSS_CAP_EXP_ROA_FOR_EXE,Spending: Capital expenditures in roads (foreign funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,82,HEADER,EXP_CROSS_CAP_EXP_ROA_DOM_EXE,Spending: Capital expenditures in roads (domestic funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,83,HEADER,EXP_CROSS_CAP_TRA_SOE_ROA_EXE,Capital Transfers to SOEs in roads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
