sheet,row,row_type,code,category,fiscal_year,region,income,basis,source,rigidity,formulas_text,coverage_text,sample_formula,sample_year,measure,criteria_json
Executed,84,HEADER,EXP_CROSS_CUR_TRA_SOE_ROA_EXE,Current Transfers to SOEs in roads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,85,HEADER,EXP_CROSS_REC_MAI_ROA_EXE,Spending in recurrent maintenance in roads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,86,HEADER,EXP_CROSS_CAP_MAI_ROA_EXE,Spending in capital maintenance in roads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,87,HEADER,EXP_CROSS_SUB_ROA_EXE,Spending in subsidies in roads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,88,HEADER,EXP_CROSS_SUB_FIR_ROA_EXE,Spending in subsidies to firms in roads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,89,HEADER,EXP_CROSS_SUB_IND_ROA_EXE,Spending in subsidies to individuals in roads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,91,TAG,EXP_FUNC_RAI_EXE,Spending in railroads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""12 Minister of Transport and Infrastructural"",prog3,""P3SP101*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,P$1,admin1,""12 Minister of Transport and Infrastructural"",prog3,""P3SP101*""))",2019,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""P$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""12 Minister of Transport and Infrastructural""}, {""field"": ""prog3"", ""op"": ""="", ""value"": ""P3SP101*""}]"
Executed,92,HEADER,EXP_CROSS_WAG_RAI_EXE,Spending in wages in railroad,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,93,TAG,EXP_CROSS_CAP_EXP_RAI_EXE,Spending: Capital expenditures in railroad,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,P$1,admin1,""12 Minister of Transport and Infrastructural"",prog3,""P3SP101*"",type,""capital*""))",2019,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""P$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""12 Minister of Transport and Infrastructural""}, {""field"": ""prog3"", ""op"": ""="", ""value"": ""P3SP101*""}, {""field"": ""type"", ""op"": ""="", ""value"": ""capital*""}]"
Executed,94,HEADER,EXP_CROSS_CAP_EXP_RAI_FOR_EXE,Spending: Capital expenditures in railroad (foreign funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,95,HEADER,EXP_CROSS_CAP_EXP_RAI_DOM_EXE,Spending: Capital expenditures in railroad (domestic funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,96,HEADER,EXP_CROSS_CAP_TRA_SOE_RAI_EXE,Capital Transfers to SOEs in railroads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,97,HEADER,EXP_CROSS_CUR_TRA_SOE_RAI_EXE,Current Transfers to SOEs in railroads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,98,HEADER,EXP_CROSS_REC_MAI_RAI_EXE,Spending in recurrent maintenance in railroads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,99,HEADER,EXP_CROSS_CAP_MAI_RAI_EXE,Spending in capital maintenance in railroads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,100,HEADER,EXP_CROSS_SUB_RAI_EXE,Spending in subsidies in railroads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,101,HEADER,EXP_CROSS_SUB_FIR_RAI_EXE,Spending in subsidies to firms in railroads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,102,HEADER,EXP_CROSS_SUB_IND_RAI_EXE,Spending in subsidies to individuals in railroads,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,104,TAG,EXP_FUNC_WAT_TRA_EXE,Spending in water transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,P$1,admin1,""12 Minister of Transport and Infrastructural"",prog1,""p4*""))",2019,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""P$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""12 Minister of Transport and Infrastructural""}, {""field"": ""prog1"", ""op"": ""="", ""value"": ""p4*""}]"
Executed,105,HEADER,EXP_CROSS_WAG_WAT_TRA_EXE,Spending in wages in water transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,106,TAG,EXP_CROSS_CAP_EXP_WAT_TRA_EXE,Spending: Capital expenditures in water transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,P$1,admin1,""12 Minister of Transport and Infrastructural"",prog1,""p4*"",type,""capital*""))",2019,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""P$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""12 Minister of Transport and Infrastructural""}, {""field"": ""prog1"", ""op"": ""="", ""value"": ""p4*""}, {""field"": ""type"", ""op"": ""="", ""value"": ""capital*""}]"
Executed,107,HEADER,EXP_CROSS_CAP_EXP_WAT_TRA_FOR_EXE,Spending: Capital expenditures in water transport (foreign funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,108,HEADER,EXP_CROSS_CAP_EXP_WAT_TRA_DOM_EXE,Spending: Capital expenditures in water transport (domestic funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,109,HEADER,EXP_CROSS_CAP_TRA_SOE_WAT_TRA_EXE,Capital Transfers to SOEs in water transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,110,HEADER,EXP_CROSS_CUR_TRA_SOE_WAT_TRA_EXE,Current Transfers to SOEs in water transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,111,HEADER,EXP_CROSS_REC_MAI_WAT_TRA_EXE,Spending in recurrent maintenance in water transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,112,HEADER,EXP_CROSS_CAP_MAI_WAT_TRA_EXE,Spending in capital maintenance in water transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,113,HEADER,EXP_CROSS_SUB_WAT_TRA_EXE,Spending in subsidies in water transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,114,HEADER,EXP_CROSS_SUB_FIR_WAT_TRA_EXE,Spending in subsidies to firms in water transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,115,HEADER,EXP_CROSS_SUB_IND_WAT_TRA_EXE,Spending in subsidies to individuals in water transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,117,TAG,EXP_FUNC_AIR_TRA_EXE,Spending in air transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""12 Minister of Transport and Infrastructural"",prog3,{""P3SP201 Air Zimbabwe"",""P3SP202 Civil Aviation Authority""}",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""12 Minister of Transport and Infrastructural"",prog3,""P3SP2*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""12 Minister of Transport and Infrastructural""}, {""field"": ""prog3"", ""op"": ""="", ""value"": ""P3SP2*""}]"
Executed,118,HEADER,EXP_CROSS_WAG_AIR_TRA_EXE,Spending in wages in air transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,119,TAG,EXP_CROSS_CAP_EXP_AIR_TRA_EXE,Spending: Capital expenditures in air transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""12 Minister of Transport and Infrastructural"",prog3,""P3SP2*"",type,""capital*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""12 Minister of Transport and Infrastructural""}, {""field"": ""prog3"", ""op"": ""="", ""value"": ""P3SP2*""}, {""field"": ""type"", ""op"": ""="", ""value"": ""capital*""}]"
Executed,120,HEADER,EXP_CROSS_CAP_EXP_AIR_TRA_FOR_EXE,Spending: Capital expenditures in air transport (foreign funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,121,HEADER,EXP_CROSS_CAP_EXP_AIR_TRA_DOM_EXE,Spending: Capital expenditures in air transport (domestic funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,122,HEADER,EXP_CROSS_CAP_TRA_SOE_AIR_TRA_EXE,Capital Transfers to SOEs in air transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,123,HEADER,EXP_CROSS_CUR_TRA_SOE_AIR_TRA_EXE,Current Transfers to SOEs in air transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,124,HEADER,EXP_CROSS_REC_MAI_AIR_TRA_EXE,Spending in recurrent maintenance in air transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,125,HEADER,EXP_CROSS_CAP_MAI_AIR_TRA_EXE,Spending in capital maintenance in air transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,126,HEADER,EXP_CROSS_SUB_AIR_TRA_EXE,Spending in subsidies in air transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,127,HEADER,EXP_CROSS_SUB_FIR_AIR_TRA_EXE,Spending in subsidies to firms in air transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,128,HEADER,EXP_CROSS_SUB_IND_AIR_TRA_EXE,Spending in subsidies to individuals in air transport,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,130,TAG,EXP_FUNC_ENE_EXE,Spending in energy,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""23 Minister of Energy and Power Development""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""23 Minister of Energy and Power Development""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""23 Minister of Energy and Power Development""}]"
Executed,131,HEADER,EXP_FUNC_ENE_FOR_EXE,Spending in energy (foreign),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,132,TAG,EXP_CROSS_WAG_ENE_EXE,Spending in wages in energy,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""23 Minister of Energy and Power Development"",econ1,""21*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""23 Minister of Energy and Power Development"",econ1,""21*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""23 Minister of Energy and Power Development""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""21*""}]"
Executed,133,TAG,EXP_CROSS_CAP_EXP_ENE_EXE,Spending: Capital expenditures in energy,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""23 Minister of Energy and Power Development"",type,""capital*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""23 Minister of Energy and Power Development""}, {""field"": ""type"", ""op"": ""="", ""value"": ""capital*""}]"
Executed,134,HEADER,EXP_CROSS_CAP_EXP_ENE_FOR_EXE,Spending: Capital expenditures in energy (foreign funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,135,HEADER,EXP_CROSS_CAP_EXP_ENE_DOM_EXE,Spending: Capital expenditures in energy (domestic funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,136,HEADER,EXP_CROSS_CAP_TRA_SOE_ENE_EXE,Capital Transfers to SOEs in energy,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,137,HEADER,EXP_CROSS_CUR_TRA_SOE_ENE_EXE,Current Transfers to SOEs in energy,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,138,HEADER,EXP_CROSS_REC_MAI_ENE_EXE,Spending in recurrent maintenance in energy,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""23 Minister of Energy and Power Development"",econ3,{""22017*"",""22018*"",""220189*"",""22020*"",""22021*"",""22022*"",""22023*"",""22024*""}",General Government,,,,[]
Executed,139,HEADER,EXP_CROSS_CAP_MAI_ENE_EXE,Spending in capital maintenance in energy,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,140,TAG,EXP_CROSS_SUB_ENE_EXE,Spending in subsidies in energy,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,""23 Minister of Energy and Power Development"",econ1,""25*""",General Government,"=SUM(SUMIFS(executed,Exclude,""<>y"",year,O$1,admin1,""23 Minister of Energy and Power Development"",econ1,""25*""))",2018,executed,"[{""field"": ""Exclude"", ""op"": ""<>"", ""value"": ""y""}, {""field"": ""year"", ""op"": ""=year"", ""value"": ""O$1""}, {""field"": ""admin1"", ""op"": ""="", ""value"": ""23 Minister of Energy and Power Development""}, {""field"": ""econ1"", ""op"": ""="", ""value"": ""25*""}]"
Executed,141,HEADER,EXP_CROSS_SUB_FIR_ENE_EXE,Spending in subsidies to firms in energy,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,142,HEADER,EXP_CROSS_SUB_IND_ENE_EXE,Spending in subsidies to individuals in energy,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,143,HEADER,EXP_FUNC_ENE_POW_EXE,Spending in energy (power),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,144,HEADER,EXP_CROSS_WAG_ENE_POW_EXE,Spending in wages in energy (power),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,145,HEADER,EXP_CROSS_CAP_EXP_ENE_POW_EXE,Spending: Capital expenditures in energy (power),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,146,HEADER,EXP_CROSS_CAP_EXP_ENE_POW_FOR_EXE,Spending: Capital expenditures in energy (power) (foreign funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,147,HEADER,EXP_CROSS_CAP_EXP_ENE_POW_DOM_EXE,Spending: Capital expenditures in energy (power) (domestic funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,148,HEADER,EXP_CROSS_CAP_TRA_SOE_ENE_POW_EXE,Capital Transfers to SOEs in energy (power),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,149,HEADER,EXP_CROSS_CUR_TRA_SOE_ENE_POW_EXE,Current Transfers to SOEs in energy (power),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,150,HEADER,EXP_CROSS_REC_MAI_ENE_POW_EXE,Spending in recurrent maintenance in energy (power),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,151,HEADER,EXP_CROSS_CAP_MAI_ENE_POW_EXE,Spending in capital maintenance in energy (power),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,152,HEADER,EXP_CROSS_SUB_ENE_POW_EXE,Spending in subsidies in energy (power),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,153,HEADER,EXP_CROSS_SUB_FIR_ENE_POW_EXE,Spending in subsidies to firms in energy (power),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,154,HEADER,EXP_CROSS_SUB_IND_ENE_POW_EXE,Spending in subsidies to individuals in energy (power),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,155,HEADER,EXP_FUNC_ENE_OIL_EXE,Spending in energy (oil & gas),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,156,HEADER,EXP_CROSS_WAG_ENE_OIL_GAS_EXE,Spending in wages in energy (oil/gas),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,157,HEADER,EXP_CROSS_CAP_EXP_ENE_OIL_GAS_EXE,Spending: Capital expenditures in energy (oil & gas),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,158,HEADER,EXP_CROSS_CAP_EXP_ENE_OIL_GAS_FOR_EXE,Spending: Capital expenditures in energy (oil & gas) (foreign funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,159,HEADER,EXP_CROSS_CAP_EXP_ENE_OIL_GAS_DOM_EXE,Spending: Capital expenditures in energy (oil & gas) (domestic funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,160,HEADER,EXP_CROSS_CAP_TRA_SOE_ENE_OIL_GAS_EXE,Capital Transfers to SOEs in energy (oil & gas),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,161,HEADER,EXP_CROSS_CUR_TRA_SOE_ENE_OIL_GAS_EXE,Current Transfers to SOEs in energy (oil & gas),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,162,HEADER,EXP_CROSS_REC_MAI_ENE_OIL_GAS_EXE,Spending in recurrent maintenance in energy (oil & gas),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,163,HEADER,EXP_CROSS_CAP_MAI_ENE_OIL_GAS_EXE,Spending in capital maintenance in energy (oil & gas),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,164,HEADER,EXP_CROSS_SUB_ENE_OIL_GAS_EXE,Spending in subsidies in energy (oil & gas),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,165,HEADER,EXP_CROSS_SUB_FIR_ENE_OIL_GAS_EXE,Spending in subsidies to firms in energy (oil & gas),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,166,HEADER,EXP_CROSS_SUB_IND_ENE_OIL_GAS_EXE,Spending in subsidies to individuals in energy (oil & gas),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,167,HEADER,EXP_FUNC_ENE_HEA_EXE,Spending in energy (heating),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,168,HEADER,EXP_CROSS_CAP_EXP_ENE_HEA_EXE,Spending: Capital expenditures in energy (heating),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,169,HEADER,EXP_CROSS_CAP_EXP_ENE_HEA_FOR_EXE,Spending: Capital expenditures in energy (heating) (foreign funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,170,HEADER,EXP_CROSS_CAP_EXP_ENE_HEA_DOM_EXE,Spending: Capital expenditures in energy (heating) (domestic funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,171,HEADER,EXP_CROSS_CAP_TRA_SOE_ENE_HEA_EXE,Capital Transfers to SOEs in energy (heating),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,172,HEADER,EXP_CROSS_CUR_TRA_SOE_ENE_HEA_EXE,Current Transfers to SOEs in energy (heating),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,173,HEADER,EXP_CROSS_REC_MAI_ENE_HEA_EXE,Spending in recurrent maintenance in energy (heating),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,174,HEADER,EXP_CROSS_CAP_MAI_ENE_HEA_EXE,Spending in capital maintenance in energy (heating),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,175,HEADER,EXP_CROSS_SUB_ENE_HEA_EXE,Spending in subsidies in energy (heating),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,176,HEADER,EXP_CROSS_SUB_FIR_ENE_HEA_EXE,Spending in subsidies to firms in energy (heating),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,177,HEADER,EXP_CROSS_SUB_IND_ENE_HEA_EXE,Spending in subsidies to individuals in energy (heating),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,178,HEADER,EXP_FUNC_HYD_EXE,Spending in hydropower,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,179,HEADER,EXP_CROSS_CAP_EXP_HYD_EXE,Spending: Capital expenditures in hydropower,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,180,HEADER,EXP_CROSS_CAP_EXP_HYD_FOR_EXE,Spending: Capital expenditures in hydropower (foreign funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,181,HEADER,EXP_CROSS_CAP_EXP_HYD_DOM_EXE,Spending: Capital expenditures in hydropower (domestic funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,182,HEADER,EXP_CROSS_SUB_HYD_EXE,Spending in subsidies in hydropower,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,183,HEADER,EXP_CROSS_WAG_HYD_EXE,Spending in wages in hydropower,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,184,HEADER,EXP_CROSS_CAP_MAI_HYD_EXE,Spending in capital maintenance in hydropower,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,185,HEADER,EXP_CROSS_REC_MAI_HYD_EXE,Spending in recurrent maintenance in hydropower,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,186,HEADER,EXP_FUNC_HYD_FOR_EXE,Spending in hydropower (foreign),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,188,HEADER,EXP_FUNC_TEL_EXE,Spending in telecoms,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,{""34 Information Communication Technology"",""21 Minister of Information Publicity and Broadcasting Services""}",General Government,,,,[]
Executed,189,HEADER,EXP_CROSS_CAP_EXP_TEL_EXE,Spending: Capital expenditures in telecoms,Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,"econ1,""<>32*"",econ1,""<>33*"",econ1,""<>36*"",admin1,{""34 Information Communication Technology"",""21 Minister of Information Publicity and Broadcasting Services""},type,""capital*""",General Government,,,,[]
Executed,190,HEADER,EXP_CROSS_CAP_EXP_TEL_FOR_EXE,Spending: Capital expenditures in telecoms (foreign funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
Executed,191,HEADER,EXP_CROSS_CAP_EXP_TEL_DOM_EXE,Spending: Capital expenditures in telecoms (domestic funded),Jan-Dec,Sub-Saharan Africa,Lower middle income,Cash,BOOST,Yes,..,General Government,,,,[]
